reviewStatus,compilerDecision,compilerNotes,queueRank,queueBucket,candidateId,lane,suggestedAction,priority,chapter,date,title,whyOpen,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,155,Restriction/MDR check,Scout 012,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1992-02-11,Prime Minister Demirel [Turkey] Departure 2/11/92 [OA 7568],Turkey | Eastern Mediterranean,65,323153875,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Prime Minister Demirel [Turkey] Departure 2/11/92 [OA 7568].","Catalog provenance: Catalog access Restricted - Possibly; NAID 323153875. Query hit(s): Turkey, Eastern Mediterranean. Digital object: 41-bpr-speech-backup-chron-13797-011_323153875.pdf. Catalog: https://catalog.archives.gov/id/323153875.",https://catalog.archives.gov/id/323153875,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13797-011_323153875.pdf
,,,153,Conversation signal,CC 054,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Regional,1992-05-01,May 1992 [3],Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Demirel + memcon | Demirel + telcon | Turkey + memorandum of conversation,113,470761810,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, May 1992 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761810. Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Demirel + memcon, Demirel + telcon, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30526-001.pdf. Catalog: https://catalog.archives.gov/id/470761810.",https://catalog.archives.gov/id/470761810,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-001.pdf
,,,153,Restriction/MDR check,Scout 013,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-10-02,"[1991]: Meeting with Turkish Ambassador and Boskin, re: Presidential Trip to Turkey [10/2/91]",Turkey,63,492062477,Michael J. Boskin National Security Council (NSC) Meeting Files,"Source: George H.W. Bush Library, Records of the Council of Economic Advisors (George H. W. Bush Administration), Michael J. Boskin National Security Council (NSC) Meeting Files, [1991]: Meeting with Turkish Ambassador and Boskin, re: Presidential Trip to Turkey [10/2/91].",Catalog provenance: Catalog access Restricted - Possibly; NAID 492062477. Query hit(s): Turkey. Catalog: https://catalog.archives.gov/id/492062477.,https://catalog.archives.gov/id/492062477,
,,,152,Restriction/MDR check,Scout 017,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-12-06,Prime Minister Mitsotakis Departure 12/6/91 [OA 6040],Greece,62,323151746,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Prime Minister Mitsotakis Departure 12/6/91 [OA 6040].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151746. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13593-003_323151746.pdf. Catalog: https://catalog.archives.gov/id/323151746.,https://catalog.archives.gov/id/323151746,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13593-003_323151746.pdf
,,,152,Restriction/MDR check,Scout 018,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-12-12,Mitsotakis Departure 12/12/91 [OA 8332],Greece,62,323153724,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Mitsotakis Departure 12/12/91 [OA 8332].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153724. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13786-008_323153724.pdf. Catalog: https://catalog.archives.gov/id/323153724.,https://catalog.archives.gov/id/323153724,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13786-008_323153724.pdf
,,,152,Restriction/MDR check,Scout 014,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1989-01-01,[Snow Gift from Turgut Ozal],Turkey,62,415892719,Tony Snow Subject Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Tony Snow Subject Files, [Snow Gift from Turgut Ozal].",Catalog provenance: Catalog access Restricted - Possibly; NAID 415892719. Query hit(s): Turkey. Digital object: 41-bpr-speech-snow-subj-13899-004_415892719.pdf. Catalog: https://catalog.archives.gov/id/415892719.,https://catalog.archives.gov/id/415892719,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_snow_313173092/41-bpr-speech-snow-subj-13899-004_415892719.pdf
,,,152,Restriction/MDR check,Scout 015,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1990-09-25,[Turgut] Ozal Departure 9/25/90 [OA 8316],Turkey,62,323153044,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, [Turgut] Ozal Departure 9/25/90 [OA 8316].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153044. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13729-010_323153044.pdf. Catalog: https://catalog.archives.gov/id/323153044.,https://catalog.archives.gov/id/323153044,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13729-010_323153044.pdf
,,,152,Restriction/MDR check,Scout 016,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1990-09-25,"Ozal Departure, Washington, DC 9/25/90 [OA 8130]",Turkey,62,323154834,Curt Smith Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Curt Smith Chronological Files, Ozal Departure, Washington, DC 9/25/90 [OA 8130].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323154834. Query hit(s): Turkey. Digital object: 41-bpr-speech-smith-chron-13889-025_323154834.pdf. Catalog: https://catalog.archives.gov/id/323154834.,https://catalog.archives.gov/id/323154834,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_smith_284337261/41-bpr-speech-smith-chron-13889-025_323154834.pdf
,,,152,Restriction/MDR check,Scout 019,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1992-02-11,[Prime Minister] Demirel Departure Statement 2/11/92 [OA 6097],Turkey,62,323151852,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, [Prime Minister] Demirel Departure Statement 2/11/92 [OA 6097].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151852. Query hit(s): Turkey. Digital object: 41-bpr-speech-draft-chron-13604-001_323151852.pdf. Catalog: https://catalog.archives.gov/id/323151852.,https://catalog.archives.gov/id/323151852,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13604-001_323151852.pdf
,,,150,Conversation signal,CC 056,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Cyprus,1989-12-01,December 1989 [1],Vassiliou + memcon | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Greek-Turkish + memorandum | Cyprus + memorandum of conversation,110,470761671,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, December 1989 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761671. Query hit(s): Vassiliou + memcon, Vassiliou + telcon, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Greek-Turkish + memorandum, Cyprus + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30503-001.pdf. Catalog: https://catalog.archives.gov/id/470761671.",https://catalog.archives.gov/id/470761671,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30503-001.pdf
,,,148,Conversation signal,CC 058,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Regional,1990-11-01,November 1990 [4],Mitsotakis + memcon | Mitsotakis + memorandum of conversation | Ozal + memcon | Greece / Turkey / Cyprus + memcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,108,470761729,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, November 1990 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761729. Query hit(s): Mitsotakis + memcon, Mitsotakis + memorandum of conversation, Ozal + memcon, Greece / Turkey / Cyprus + memcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30512-001.pdf. Catalog: https://catalog.archives.gov/id/470761729.",https://catalog.archives.gov/id/470761729,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30512-001.pdf
,,,147,Conversation signal,CC 059,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Regional,1992-10-01,October 1992 [2],Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,107,470761830,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, October 1992 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761830. Query hit(s): Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30530-001.pdf. Catalog: https://catalog.archives.gov/id/470761830.",https://catalog.archives.gov/id/470761830,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30530-001.pdf
,,,146,Conversation signal,CC 060,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Regional,1992-06-01,June 1992 [3],Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,106,470761815,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, June 1992 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761815. Query hit(s): Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30527-001.pdf. Catalog: https://catalog.archives.gov/id/470761815.",https://catalog.archives.gov/id/470761815,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-001.pdf
,,,145,Conversation signal,CC 061,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Cyprus,1989-10-01,October 1989 [4],Mitsotakis + memorandum of conversation | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Greek-Turkish + memorandum | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,105,470761664,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, October 1989 [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761664. Query hit(s): Mitsotakis + memorandum of conversation, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. PDF extent: 130 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30501-005.pdf. Catalog: https://catalog.archives.gov/id/470761664.",https://catalog.archives.gov/id/470761664,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30501-005.pdf
,,,145,Conversation signal,CC 062,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Cyprus,1992-06-01,June 1992 [1],Mitsotakis + memorandum of conversation | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Greek-Turkish + memorandum | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,105,470761813,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, June 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761813. Query hit(s): Mitsotakis + memorandum of conversation, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30526-004.pdf. Catalog: https://catalog.archives.gov/id/470761813.",https://catalog.archives.gov/id/470761813,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-004.pdf
,,,144,Conversation signal,CC 063,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Cyprus,1991-03-01,March 1991 [2],Mitsotakis + memorandum of conversation | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Greek-Turkish + memorandum | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,104,470761745,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, March 1991 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761745. Query hit(s): Mitsotakis + memorandum of conversation, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30514-004.pdf. Catalog: https://catalog.archives.gov/id/470761745.",https://catalog.archives.gov/id/470761745,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30514-004.pdf
,,,144,Conversation signal,CC 064,Central Chronological Files,Open or screen packet index,Memcon/telcon search lead,Cyprus,1992-04-01,April 1992 [3],Mitsotakis + memorandum of conversation | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Greek-Turkish + memorandum | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,104,470761804,European and Eurasian Directorate Central Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, April 1992 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761804. Query hit(s): Mitsotakis + memorandum of conversation, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: Not OCR sampled. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30525-001.pdf. Catalog: https://catalog.archives.gov/id/470761804.",https://catalog.archives.gov/id/470761804,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30525-001.pdf
,,,139,Restriction/MDR check,Scout 022,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-10,Greece 7/10/91 [OA 8326] [1],Greece | Eastern Mediterranean,49,323153427,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/10/91 [OA 8326] [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 323153427. Query hit(s): Greece, Eastern Mediterranean. Digital object: 41-bpr-speech-backup-chron-13763-004_323153427.pdf. Catalog: https://catalog.archives.gov/id/323153427.",https://catalog.archives.gov/id/323153427,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-004_323153427.pdf
,,,139,Restriction/MDR check,Scout 024,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greece 7/19/91 [OA 8325] [3],Greece | Eastern Mediterranean,49,323153437,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/19/91 [OA 8325] [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 323153437. Query hit(s): Greece, Eastern Mediterranean. Digital object: 41-bpr-speech-backup-chron-13764-003_323153437.pdf. Catalog: https://catalog.archives.gov/id/323153437.",https://catalog.archives.gov/id/323153437,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-003_323153437.pdf
,,,139,Restriction/MDR check,Scout 021,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1989-01-01,Turkey 7/19/20 [OA 8325],Turkey | Eastern Mediterranean,49,323153443,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/19/20 [OA 8325].","Catalog provenance: Catalog access Restricted - Possibly; NAID 323153443. Query hit(s): Turkey, Eastern Mediterranean. Digital object: 41-bpr-speech-backup-chron-13764-009_323153443.pdf. Catalog: https://catalog.archives.gov/id/323153443.",https://catalog.archives.gov/id/323153443,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-009_323153443.pdf
,,,139,Restriction/MDR check,Scout 023,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-10,Turkey 7/10/91 [OA 8326] [2],Turkey | Eastern Mediterranean,49,323153430,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/10/91 [OA 8326] [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 323153430. Query hit(s): Turkey, Eastern Mediterranean. Digital object: 41-bpr-speech-backup-chron-13763-007_323153430.pdf. Catalog: https://catalog.archives.gov/id/323153430.",https://catalog.archives.gov/id/323153430,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-007_323153430.pdf
,,,139,Restriction/MDR check,Scout 025,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-19,Turkey 7/19/91 [OA 8325] [2],Turkey | Eastern Mediterranean,49,323153442,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/19/91 [OA 8325] [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 323153442. Query hit(s): Turkey, Eastern Mediterranean. Digital object: 41-bpr-speech-backup-chron-13764-008_323153442.pdf. Catalog: https://catalog.archives.gov/id/323153442.",https://catalog.archives.gov/id/323153442,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-008_323153442.pdf
,,,136,Restriction/MDR check,Scout 049,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-03-25,Greek Independence Day Proclamation Signing 3/25/91 [OA 6031],Greece,46,323151398,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Greek Independence Day Proclamation Signing 3/25/91 [OA 6031].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151398. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13560-007_323151398.pdf. Catalog: https://catalog.archives.gov/id/323151398.,https://catalog.archives.gov/id/323151398,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13560-007_323151398.pdf
,,,136,Restriction/MDR check,Scout 050,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-03-25,Greek Independence Day Proclamation Signing 3/25/91 [OA 6856],Greece,46,323153259,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greek Independence Day Proclamation Signing 3/25/91 [OA 6856].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153259. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13750-006_323153259.pdf. Catalog: https://catalog.archives.gov/id/323153259.,https://catalog.archives.gov/id/323153259,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13750-006_323153259.pdf
,,,136,Restriction/MDR check,Scout 051,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-10,Greece 7/10/91 [OA 8326] [2],Greece,46,323153428,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/10/91 [OA 8326] [2].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153428. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13763-005_323153428.pdf. Catalog: https://catalog.archives.gov/id/323153428.,https://catalog.archives.gov/id/323153428,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-005_323153428.pdf
,,,136,Restriction/MDR check,Scout 055,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-18,Arrival Statement - Greece 7/18/91 [OA 6035],Greece,46,323151538,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Arrival Statement - Greece 7/18/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151538. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-007_323151538.pdf. Catalog: https://catalog.archives.gov/id/323151538.,https://catalog.archives.gov/id/323151538,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-007_323151538.pdf
,,,136,Restriction/MDR check,Scout 056,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-18,Greek Parliament 7/18/91 [OA 6035],Greece,46,323151539,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Greek Parliament 7/18/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151539. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-008_323151539.pdf. Catalog: https://catalog.archives.gov/id/323151539.,https://catalog.archives.gov/id/323151539,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-008_323151539.pdf
,,,136,Restriction/MDR check,Scout 057,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-18,"State Dinner Toast, Athens 7/18/91 [OA 8325]",Greece,46,323153433,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, State Dinner Toast, Athens 7/18/91 [OA 8325].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153433. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13763-010_323153433.pdf. Catalog: https://catalog.archives.gov/id/323153433.,https://catalog.archives.gov/id/323153433,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-010_323153433.pdf
,,,136,Restriction/MDR check,Scout 058,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-18,Toast - Greece 7/18/91 [OA 6035],Greece,46,323151540,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Toast - Greece 7/18/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151540. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-009_323151540.pdf. Catalog: https://catalog.archives.gov/id/323151540.,https://catalog.archives.gov/id/323151540,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-009_323151540.pdf
,,,136,Restriction/MDR check,Scout 059,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,"Cocktail Reception, Athens 7/19/91 [OA 8325]",Greece,46,323153434,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Cocktail Reception, Athens 7/19/91 [OA 8325].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153434. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13763-011_323153434.pdf. Catalog: https://catalog.archives.gov/id/323153434.,https://catalog.archives.gov/id/323153434,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-011_323153434.pdf
,,,136,Restriction/MDR check,Scout 060,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Democracy Speech - Athens 7/19/91 [OA 6035],Greece,46,323151543,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Democracy Speech - Athens 7/19/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151543. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-012_323151543.pdf. Catalog: https://catalog.archives.gov/id/323151543.,https://catalog.archives.gov/id/323151543,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-012_323151543.pdf
