reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,3.021,conversation-428081035,Turkey,1990-09-25,Memcon,"Meeting with President Ozal of Turkey, September 25, 1990",428081035,https://catalog.archives.gov/id/428081035,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-09-25--Ozal.pdf,415890824; 415890825,3,69,Review likely source/context packet,same month: 1990-09; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 039,Central Chronological Files,1990-09-01,September 1990 [2],470761715,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761715,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-006.pdf
,,,3.022,conversation-428081155,Turkey,1990-10-24,Telcon,"Telephone Conversation with President Turgut Ozal of' Turkey, October 24, 1990",428081155,https://catalog.archives.gov/id/428081155,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-10-24--Ozal.pdf,415890884; 415890885,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.023,conversation-428081169,Turkey,1990-10-31,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, October 31, 1990",428081169,https://catalog.archives.gov/id/428081169,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-10-31--Ozal.pdf,415890898; 415890899,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.024,conversation-428081195,Turkey,1990-11-20,Memcon,"Meeting with President Ozal of Turkey, November 20, 1990",428081195,https://catalog.archives.gov/id/428081195,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-11-20--Ozal.pdf,415890938; 415890939,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 11/13/90-12/21/90; person signal: ozal; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-008,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90,366551672,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551672,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-003.pdf
,,,3.024,conversation-428081195,Turkey,1990-11-20,Memcon,"Meeting with President Ozal of Turkey, November 20, 1990",428081195,https://catalog.archives.gov/id/428081195,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-11-20--Ozal.pdf,415890938; 415890939,2,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: memorandum of conversation; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.024,conversation-428081195,Turkey,1990-11-20,Memcon,"Meeting with President Ozal of Turkey, November 20, 1990",428081195,https://catalog.archives.gov/id/428081195,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-11-20--Ozal.pdf,415890938; 415890939,3,69,Review likely source/context packet,same month: 1990-11; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 044,Central Chronological Files,1990-11-01,November 1990 [3],470761728,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761728,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30511-007.pdf
,,,3.024,conversation-428081195,Turkey,1990-11-20,Memcon,"Meeting with President Ozal of Turkey, November 20, 1990",428081195,https://catalog.archives.gov/id/428081195,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-11-20--Ozal.pdf,415890938; 415890939,4,69,Review likely source/context packet,same month: 1990-11; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 047,Central Chronological Files,1990-11-01,November 1990 [5],470761730,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761730,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30512-002.pdf
,,,3.024,conversation-428081195,Turkey,1990-11-20,Memcon,"Meeting with President Ozal of Turkey, November 20, 1990",428081195,https://catalog.archives.gov/id/428081195,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-11-20--Ozal.pdf,415890938; 415890939,5,69,Review likely source/context packet,same month: 1990-11; person signal: ozal; document-type signal: memcon; country signal: turkey,CC 058,Central Chronological Files,1990-11-01,November 1990 [4],470761729,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761729,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30512-001.pdf
,,,3.025,conversation-428081261,Turkey,1990-11-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, November 30, 1990",428081261,https://catalog.archives.gov/id/428081261,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-11-30--Ozal.pdf,415890958; 415890959,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.025,conversation-428081261,Turkey,1990-11-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, November 30, 1990",428081261,https://catalog.archives.gov/id/428081261,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-11-30--Ozal.pdf,415890958; 415890959,2,69,Review likely source/context packet,same month: 1990-11; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 044,Central Chronological Files,1990-11-01,November 1990 [3],470761728,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761728,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30511-007.pdf
,,,3.025,conversation-428081261,Turkey,1990-11-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, November 30, 1990",428081261,https://catalog.archives.gov/id/428081261,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-11-30--Ozal.pdf,415890958; 415890959,3,69,Review likely source/context packet,same month: 1990-11; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 047,Central Chronological Files,1990-11-01,November 1990 [5],470761730,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761730,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30512-002.pdf
,,,3.025,conversation-428081261,Turkey,1990-11-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, November 30, 1990",428081261,https://catalog.archives.gov/id/428081261,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-11-30--Ozal.pdf,415890958; 415890959,4,69,Review likely source/context packet,same month: 1990-11; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 058,Central Chronological Files,1990-11-01,November 1990 [4],470761729,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761729,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30512-001.pdf
,,,3.026,conversation-428081263,Turkey,1990-12-01,Telcon,"Telephone Call from Turkish President Turgut Ozal, December I, 1990",428081263,https://catalog.archives.gov/id/428081263,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-12-01--Ozal.pdf,415890960; 415890961,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.027,conversation-428081251,Turkey,1990-12-16,No Telcon,"Telephone Call from Turgut Ozal, December 16, 1990",428081251,https://catalog.archives.gov/id/428081251,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-12-16--Ozal.pdf,415890990; 415890991,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.028,conversation-428081287,Turkey,1990-12-28,Telcon,"Telcon with President Turgut Ozal of Turkey, December 28, 1990",428081287,https://catalog.archives.gov/id/428081287,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-12-28--Ozal.pdf,415891014; 415891015,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 10/11/90-12/31/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-023,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 10/11/90-12/31/90,366551695,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551695,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-003.pdf
,,,3.029,conversation-428081313,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (1 of 2)",428081313,https://catalog.archives.gov/id/428081313,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-1.pdf,415891040; 415891041,1,89,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 053,Central Chronological Files,1991-01-01,January 1991 [3],470761737,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,3.029,conversation-428081313,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (1 of 2)",428081313,https://catalog.archives.gov/id/428081313,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-1.pdf,415891040; 415891041,2,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 025,Central Chronological Files,1991-01-01,January 1991 [2],470761736,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761736,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-002.pdf
,,,3.029,conversation-428081313,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (1 of 2)",428081313,https://catalog.archives.gov/id/428081313,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-1.pdf,415891040; 415891041,3,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 068,Central Chronological Files,1991-01-01,January 1991 [1],470761735,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761735,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-001.pdf
,,,3.029,conversation-428081313,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (1 of 2)",428081313,https://catalog.archives.gov/id/428081313,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-1.pdf,415891040; 415891041,4,58,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal,RS 003-004,Requested source pool: Presidential Daily Diary and Backup,1991-01-30,"President's Daily Diary Entry, January 30, 1991",186336,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186336,
,,,3.030,conversation-428081315,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (2 of 2)",428081315,https://catalog.archives.gov/id/428081315,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-2.pdf,415891040; 415891041,1,89,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 053,Central Chronological Files,1991-01-01,January 1991 [3],470761737,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,3.030,conversation-428081315,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (2 of 2)",428081315,https://catalog.archives.gov/id/428081315,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-2.pdf,415891040; 415891041,2,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 025,Central Chronological Files,1991-01-01,January 1991 [2],470761736,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761736,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-002.pdf
,,,3.030,conversation-428081315,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (2 of 2)",428081315,https://catalog.archives.gov/id/428081315,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-2.pdf,415891040; 415891041,3,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 068,Central Chronological Files,1991-01-01,January 1991 [1],470761735,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761735,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-001.pdf
,,,3.030,conversation-428081315,Turkey,1991-01-10,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 10, 1991 (2 of 2)",428081315,https://catalog.archives.gov/id/428081315,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-10--Ozal-2.pdf,415891040; 415891041,4,58,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal,RS 003-004,Requested source pool: Presidential Daily Diary and Backup,1991-01-30,"President's Daily Diary Entry, January 30, 1991",186336,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186336,
,,,3.031,conversation-428081335,Turkey,1991-01-16,No Telcon,"Telephone Call to Turgut Ozal, January 16, 1991",428081335,https://catalog.archives.gov/id/428081335,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-16--Ozal.pdf,415891052; 415891053,1,89,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 053,Central Chronological Files,1991-01-01,January 1991 [3],470761737,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,3.031,conversation-428081335,Turkey,1991-01-16,No Telcon,"Telephone Call to Turgut Ozal, January 16, 1991",428081335,https://catalog.archives.gov/id/428081335,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-16--Ozal.pdf,415891052; 415891053,2,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 025,Central Chronological Files,1991-01-01,January 1991 [2],470761736,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761736,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-002.pdf
,,,3.031,conversation-428081335,Turkey,1991-01-16,No Telcon,"Telephone Call to Turgut Ozal, January 16, 1991",428081335,https://catalog.archives.gov/id/428081335,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-16--Ozal.pdf,415891052; 415891053,3,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 068,Central Chronological Files,1991-01-01,January 1991 [1],470761735,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761735,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-001.pdf
,,,3.031,conversation-428081335,Turkey,1991-01-16,No Telcon,"Telephone Call to Turgut Ozal, January 16, 1991",428081335,https://catalog.archives.gov/id/428081335,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-16--Ozal.pdf,415891052; 415891053,4,58,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal,RS 003-004,Requested source pool: Presidential Daily Diary and Backup,1991-01-30,"President's Daily Diary Entry, January 30, 1991",186336,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186336,
,,,3.032,conversation-428081373,Turkey,1991-01-21,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 21, 1991",428081373,https://catalog.archives.gov/id/428081373,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-21--Ozal.pdf,186327; 415891062; 415891063,1,89,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 053,Central Chronological Files,1991-01-01,January 1991 [3],470761737,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,3.032,conversation-428081373,Turkey,1991-01-21,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 21, 1991",428081373,https://catalog.archives.gov/id/428081373,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-21--Ozal.pdf,186327; 415891062; 415891063,2,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 025,Central Chronological Files,1991-01-01,January 1991 [2],470761736,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761736,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-002.pdf
,,,3.032,conversation-428081373,Turkey,1991-01-21,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 21, 1991",428081373,https://catalog.archives.gov/id/428081373,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-21--Ozal.pdf,186327; 415891062; 415891063,3,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 068,Central Chronological Files,1991-01-01,January 1991 [1],470761735,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761735,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-001.pdf
,,,3.032,conversation-428081373,Turkey,1991-01-21,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 21, 1991",428081373,https://catalog.archives.gov/id/428081373,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-21--Ozal.pdf,186327; 415891062; 415891063,4,58,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal,RS 003-004,Requested source pool: Presidential Daily Diary and Backup,1991-01-30,"President's Daily Diary Entry, January 30, 1991",186336,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186336,
,,,3.033,conversation-428081401,Turkey,1991-01-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 30, 1991",428081401,https://catalog.archives.gov/id/428081401,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-30--Ozal.pdf,186336; 415891080; 415891081,1,89,Review likely source/context packet,chapter match: Turkey; same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 053,Central Chronological Files,1991-01-01,January 1991 [3],470761737,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761737,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-003.pdf
,,,3.033,conversation-428081401,Turkey,1991-01-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 30, 1991",428081401,https://catalog.archives.gov/id/428081401,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-30--Ozal.pdf,186336; 415891080; 415891081,2,88,Review likely source/context packet,"chapter match: Turkey; same month: 1991-01; date signal: January 30, 1991; person signal: ozal",RS 003-004,Requested source pool: Presidential Daily Diary and Backup,1991-01-30,"President's Daily Diary Entry, January 30, 1991",186336,Schedule corroboration source,Presidential Daily Diary and Presidential Daily Backup Materials,https://catalog.archives.gov/id/186336,
,,,3.033,conversation-428081401,Turkey,1991-01-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 30, 1991",428081401,https://catalog.archives.gov/id/428081401,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-30--Ozal.pdf,186336; 415891080; 415891081,3,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 025,Central Chronological Files,1991-01-01,January 1991 [2],470761736,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761736,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-002.pdf
,,,3.033,conversation-428081401,Turkey,1991-01-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, January 30, 1991",428081401,https://catalog.archives.gov/id/428081401,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-30--Ozal.pdf,186336; 415891080; 415891081,4,69,Review likely source/context packet,same month: 1991-01; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 068,Central Chronological Files,1991-01-01,January 1991 [1],470761735,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761735,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30513-001.pdf
