reviewStatus,followUpOwner,targetDate,outcome,actionRank,priorityBand,actionType,chapter,date,candidateId,title,whyNow,nextAction,evidence,sourceArtifacts,catalogUrl,pdfUrl
,,,,495,P2 - selection gap/source-packet review,Potential gap-fill addition,Turkey,1989-06-01,BC 008,June 1989 [7],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greece | Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey No selected-document crosswalk match above threshold.,"Open BC 008; record include, exclude, context-only, or follow-up decision in the selection worksheet.",SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greece | Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/453248089,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-007.pdf
,,,,496,P2 - selection gap/source-packet review,Potential gap-fill addition,Turkey,1992-10-01,CC 078,October 1992 [4],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 10. Telcon Memorandum of Telephone Conversation with Prime Minister 10/2/92 (of) f Demirel of Turkey (2 pp.) | Demirel of Turkey (2 pp.) | llc. Talking Points Points to be Made for Telephone Conversation with Presiden... No selected-document crosswalk match above threshold.,"Open CC 078; record include, exclude, context-only, or follow-up decision in the selection worksheet.",10. Telcon Memorandum of Telephone Conversation with Prime Minister 10/2/92 (of) f Demirel of Turkey (2 pp.) | Demirel of Turkey (2 pp.) | llc. Talking Points Points to be Made for Telephone Conversation with President n.d. oh) Z Ozal and Prime Minister Demirel of Turkey (1 pp.) | Ozal + telcon | Demirel + telcon | Turkey + memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470761832,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30530-003.pdf
,,,,497,P2 - selection gap/source-packet review,Potential gap-fill addition,Turkey,,RS 001-004,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean No selected-document crosswalk match above threshold.,"Open RS 001-004; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,,520,P2 - selection gap/source-packet review,Potential gap-fill addition,Greece,1990-03-01,BC 020,Mar-90,"Supplemental check: 14 selected records; screen high-signal source packets for missed context or appendices. Open first consensus. | Aegean No None None Turkey probably will not support sanctions. Little change, except for Greece where new | Greece may follow EC consensus. conservative government may be more | Greece | Turkey | Aegean ... No selected-document crosswalk match above threshold.","Open BC 020; record include, exclude, context-only, or follow-up decision in the selection worksheet.","consensus. | Aegean No None None Turkey probably will not support sanctions. Little change, except for Greece where new | Greece may follow EC consensus. conservative government may be more | Greece | Turkey | Aegean | memorandum of conversation | telephone conversation",reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/453248108,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-012.pdf
,,,,521,P2 - selection gap/source-packet review,Potential gap-fill addition,Greece,,RS 001-004,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,Supplemental check: 14 selected records; screen high-signal source packets for missed context or appendices. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean No selected-document crosswalk match above threshold.,"Open RS 001-004; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,,522,P2 - selection gap/source-packet review,Potential gap-fill addition,Greece,,RS 001-012,Other (July 1989),Supplemental check: 14 selected records; screen high-signal source packets for missed context or appendices. High-value source pool Greece | Greek | Papandreou | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Ozal | memcon No selected-document crosswalk match above threshold.,"Open RS 001-012; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Papandreou | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Ozal | memcon,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551995,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708326/41-bpr-scow-chron-91148-006.pdf
,,,,600,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 4522156,Scowcroft Papers,30 EastMed leads retained; 30 query-hit files; online child total 676.,Catalog returned HTML for q=*&ancestorNaId=4522156&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/4522156,
,,,,601,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 312293887,NSC,30 EastMed leads retained; 30 query-hit files; online child total 90.,Catalog returned HTML for q=*&ancestorNaId=312293887&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/312293887,
,,,,602,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 312294079,NSC/DC Meetings,30 EastMed leads retained; 30 query-hit files; online child total 479.,Catalog returned HTML for q=*&ancestorNaId=312294079&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/312294079,
,,,,603,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 312294094,NSC/DC Meetings Follow-Up,30 EastMed leads retained; 30 query-hit files; online child total 112.,Catalog returned HTML for q=*&ancestorNaId=312294094&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/312294094,
,,,,604,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 313189297,NSR,30 EastMed leads retained; 30 query-hit files; online child total 65.,Catalog returned HTML for q=*&ancestorNaId=313189297&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/313189297,
,,,,605,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 313189290,NSD,30 EastMed leads retained; 30 query-hit files; online child total 106.,Catalog returned HTML for q=*&ancestorNaId=313189290&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/313189290,
,,,,606,P3 - source-pool coverage caveat,covered with caveat,Cross-chapter,,NAID 348937136,IF Transition,28 EastMed leads retained; 28 query-hit files; online child total 30.,Catalog returned HTML for q=*&ancestorNaId=348937136&limit=200,data/requested-source-series.json | reports/requested-source-series-eastmed.json | reports/compiler-next-review-queue.md | reports/compiler-gap-fill-candidates.md,reports/compiler-source-coverage.md | reports/requested-source-series-eastmed.json,https://catalog.archives.gov/id/348937136,
,,,,700,P4 - schedule-evidence caveat,Schedule title caveat batch,Cross-chapter,,20 schedule caveats,Presidential Daily Diary/Backup [EMPTY] title review,20 schedule corroboration rows include [EMPTY] titles and should be used only after PDF spot-checking.,Open the listed Daily Diary/Backup PDFs from the data-quality audit and confirm the schedule evidence before final citation.,Doc 3.001 / Schedule NAID 415889668: [Presidential Daily Diary] 2/24/1989 [EMPTY] || Doc 3.002 / Schedule NAID 415889856: [Presidential Daily Diary] 5/29/1989 [EMPTY] || Doc 1.001 / Schedule NAID 415889858: [Presidential Daily Diary] 5/30/1989 [EMPTY] || Doc 3.003 / Schedule NAID 415889926: [Presidential Daily Diary] 7/3/1989 [EMPTY] || Doc 1.003 / Schedule NAID 415890220: [Presidential Daily Diary] 11/27/1989 [EMPTY] || Doc 3.007 / Schedule NAID 415890220: [Presidential Daily Diary] 11/27/1989 [EMPTY] || Doc 3.008 / Schedule NAID 415890324: [Presidential Daily Diary] 1/18/1990 [EMPTY] || Doc 3.009 / Schedule NAID 415890324: [Presidential Daily Diary] 1/18/1990 [EMPTY] || Doc 3.014 / Schedule NAID 415890728: [Presidential Daily Diary] 8/8/1990 [EMPTY] || Doc 3.016 / Schedule NAID 415890744: [Presidential Daily Diary] 8/16/1990 [EMPTY] || Doc 3.017 / Schedule NAID 415890752: [Presidential Daily Diary] 8/20/1990 [EMPTY] || Doc 1.005 / Schedule NAID 415890756: [Presidential Daily Diary] 8/22/1990 [EMPTY] || Doc 2.002 / Schedule NAID 415890762: [Presidential Daily Diary] 8/25/1990 [EMPTY] || Doc 3.018 / Schedule NAID 415890772: [Presidential Daily Diary] 8/30/1990 [EMPTY] || Doc 3.019 / Schedule NAID 415890786: [Presidential Daily Diary] 9/6/1990 [EMPTY] || Doc 3.024 / Schedule NAID 415890938: [Presidential Daily Diary] 11/20/1990 [EMPTY] || Doc 1.006 / Schedule NAID 415890940: [Presidential Daily Diary] 11/21/1990 [EMPTY] || Doc 3.062 / Schedule NAID 415892114: [Presidential Daily Diary] 6/26/1992 [EMPTY] || Doc 1.013 / Schedule NAID 415892141: [Presidential Daily Diary] 7/9/1992 [EMPTY] || Doc 3.063 / Schedule NAID 415892141: [Presidential Daily Diary] 7/9/1992 [EMPTY],reports/compiler-data-quality-audit.md | reports/compiler-source-notes.csv | reports/compiler-document-register.md,,
,,,,720,P4 - persons apparatus review,Persons-list coverage review,Regional,1989-09-25,NATO allied representatives,NATO allied representatives,1 selected chronology document(s) use a participant string without a clear persons-list match.,No clear persons-list match; verify whether this should be an organizational/collective entry or excluded from persons list.,"Doc 4.001 - 1989-09-25 - President's Lunch for Allied Representatives, September 25, 1989",reports/compiler-persons-document-index.md | reports/persons-list.md,,
