reviewStatus,compilerDecision,compilerNotes,chapter,rowType,priority,candidateId,date,title,lane,reason,sourceNote,researchNote,catalogUrl,pdfUrl
,,,Turkey,Selected chronology,Selected,Doc 3.042,1991-04-15,"Telcon with Turgut Ozal,President of Turkey on April 15, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal,President of Turkey on April 15, 1991. Release status: Full. NAID 428081603.",PDF extent: 5 pages. Digital object: 1991-04-15--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081603.,https://catalog.archives.gov/id/428081603,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-15--Ozal.pdf
,,,Turkey,Selected chronology,Release/marker review,Doc 3.043,1991-04-16,"Presidential Call to President Ozal, April 16, 1991 (2 of 2)",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Presidential Call to President Ozal, April 16, 1991 (2 of 2). Release status: Denied. NAID 428081617.",PDF extent: 1 pages. Digital object: 1991-04-16--Ozal-2.pdf. Catalog: https://catalog.archives.gov/id/428081617.,https://catalog.archives.gov/id/428081617,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-2.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.044,1991-04-16,"Telcon with President Ozal of Turkey on April 16, 1991 (1 of 2)",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Ozal of Turkey on April 16, 1991 (1 of 2). Release status: Full. NAID 428081615.",PDF extent: 4 pages. Digital object: 1991-04-16--Ozal-1.pdf. Catalog: https://catalog.archives.gov/id/428081615.,https://catalog.archives.gov/id/428081615,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-16--Ozal-1.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.045,1991-04-20,"Telcon with President Ozal of Turkey, April 20, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Ozal of Turkey, April 20, 1991. Release status: Full. NAID 428081651.",PDF extent: 3 pages. Digital object: 1991-04-20--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081651.,https://catalog.archives.gov/id/428081651,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-20--Ozal.pdf
,,,Turkey,Selected chronology,Release/marker review,Doc 3.046,1991-05-07,"Telephone Call to Turgut Ozal, May 7, 1991",No Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Call to Turgut Ozal, May 7, 1991. Release status: Marker / no memorandum listed. NAID 428081649.",PDF extent: 2 pages. Digital object: 1991-05-07--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081649.,https://catalog.archives.gov/id/428081649,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-05-07--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.047,1991-06-04,"Telcon with Turgut Ozal, President of Turkey on June 4, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey on June 4, 1991. Release status: Full. NAID 428081713.",PDF extent: 5 pages. Digital object: 1991-06-04--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081713.,https://catalog.archives.gov/id/428081713,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-04--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.048,1991-06-13,"Telcon with Turgut Ozal, President of Turkey on June 13, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey on June 13, 1991. Release status: Full. NAID 428081719.",PDF extent: 5 pages. Digital object: 1991-06-13--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081719.,https://catalog.archives.gov/id/428081719,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-06-13--Ozal.pdf
,,,Turkey,Selected chronology,Release/marker review,Doc 3.049,1991-07-10,"Telephone Call with Turgut Ozal, President of Turkey on July 10, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Call with Turgut Ozal, President of Turkey on July 10, 1991. Release status: Partial. NAID 428081761.",PDF extent: 5 pages. Digital object: 1991-07-10--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081761.,https://catalog.archives.gov/id/428081761,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-07-10--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.050,1991-07-20,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (1 of 2)",Memcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (1 of 2). Release status: Full. NAID 428081779.",PDF extent: 1 pages. Digital object: 1991-07-20--Ozal-1.pdf. Catalog: https://catalog.archives.gov/id/428081779.,https://catalog.archives.gov/id/428081779,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-1.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.051,1991-07-20,"Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2)",Memcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with Turgut Ozal, President of Turkey on July 20, 1991 (2 of 2). Release status: Full. NAID 428081781.",PDF extent: 10 pages. Digital object: 1991-07-20--Ozal-2.pdf. Catalog: https://catalog.archives.gov/id/428081781.,https://catalog.archives.gov/id/428081781,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Ozal-2.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.052,1991-07-20,"President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991",Memcon,George H. W. Bush; A. Mesut Yilmaz,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with Prime Minister Yilmaz of Turkey, July 20, 1991. Release status: Full. NAID 428081783.",PDF extent: 5 pages. Digital object: 1991-07-20--Yilmaz.pdf. Catalog: https://catalog.archives.gov/id/428081783.,https://catalog.archives.gov/id/428081783,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-20--Yilmaz.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.053,1991-07-22,"President's Meeting with President Ozal of Turkey, July 22, 1991",Memcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with President Ozal of Turkey, July 22, 1991. Release status: Full. NAID 428081787.",PDF extent: 7 pages. Digital object: 1991-07-22--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081787.,https://catalog.archives.gov/id/428081787,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1991-07-22--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.054,1991-08-19,"Telcon with President Turgut Ozal of Turkey, August 19, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, August 19, 1991. Release status: Full. NAID 428081813.",PDF extent: 4 pages. Digital object: 1991-08-19--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081813.,https://catalog.archives.gov/id/428081813,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-08-19--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.055,1991-09-09,"Telcon with Turgut Ozal, President of Turkey, September 9, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Turgut Ozal, President of Turkey, September 9, 1991. Release status: Full. NAID 428081911.",PDF extent: 4 pages. Digital object: 1991-09-09--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428081911.,https://catalog.archives.gov/id/428081911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-09-09--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.056,1991-12-05,"Telcon with Prime Minister Demirel of Turkey, December 5, 1991",Telcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, December 5, 1991. Release status: Full. NAID 428082069.",PDF extent: 3 pages. Digital object: 1991-12-05--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082069.,https://catalog.archives.gov/id/428082069,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-12-05--Demirel.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.057,1992-01-12,"Telcon with President Turgut Ozal of Turkey, January 12, 1991",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, January 12, 1991. Release status: Full. NAID 428082117.",PDF extent: 3 pages. Digital object: 1991-01-12--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428082117.,https://catalog.archives.gov/id/428082117,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-12--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.058,1992-04-28,"Meeting with President Turgut Ozal of Turkey, April 28, 1992",Memcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with President Turgut Ozal of Turkey, April 28, 1992. Release status: Full. NAID 428082173.",PDF extent: 5 pages. Digital object: 1992-04-28--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428082173.,https://catalog.archives.gov/id/428082173,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-04-28--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.059,1992-05-07,"Telcon with President Turgut Ozal of Turkey, May 7, 1992",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, May 7, 1992. Release status: Full. NAID 428082213.",PDF extent: 2 pages. Digital object: 1992-05-07--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428082213.,https://catalog.archives.gov/id/428082213,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-07--Ozal.pdf
,,,Turkey,Selected chronology,Release/marker review,Doc 3.060,1992-05-11,"Telcon with Prime Minister Demirel of Turkey, May 11, 1992",Telcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, May 11, 1992. Release status: Partial. NAID 428082217.",PDF extent: 4 pages. Digital object: 1992-05-11--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082217.,https://catalog.archives.gov/id/428082217,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-05-11--Demirel.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.061,1992-06-23,"Telcon with Prime Minister Demirel of Turkey, June 23, 1992",Telcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, June 23, 1992. Release status: Full. NAID 428082249.",PDF extent: 3 pages. Digital object: 1992-06-23--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082249.,https://catalog.archives.gov/id/428082249,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-23--Demirel.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.062,1992-06-26,"Telcon with Prime Minister Demirel of Turkey, June 26, 1992",Telcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Prime Minister Demirel of Turkey, June 26, 1992. Release status: Full. NAID 428082251.",PDF extent: 3 pages. Digital object: 1992-06-26--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082251.,https://catalog.archives.gov/id/428082251,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-06-26--Demirel.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.063,1992-07-09,"Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992",Memcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting With Prime Minister Suleyman Demirel of Turkey, July 9, 1992. Release status: Full. NAID 428082289.",PDF extent: 3 pages. Digital object: 1992-07-09--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082289.,https://catalog.archives.gov/id/428082289,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-07-09--Demirel.pdf
,,,Turkey,Selected chronology,Release/marker review,Doc 3.064,1992-08-01,"Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992",Telcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telephone Conversation with Prime Minister Suleyman Demirel of Turkey, August 1, 1992. Release status: Partial. NAID 428082337.",PDF extent: 4 pages. Digital object: 1992-08-01--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082337.,https://catalog.archives.gov/id/428082337,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-08-01--Demirel.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.065,1992-12-05,"Telcon with President Turgut Ozal of Turkey, December 5, 1992",Telcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with President Turgut Ozal of Turkey, December 5, 1992. Release status: Full. NAID 428082409.",PDF extent: 3 pages. Digital object: 1992-12-05--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428082409.,https://catalog.archives.gov/id/428082409,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-05--Ozal.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.066,1992-12-24,"Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992",Telcon,George H. W. Bush; Suleyman Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Telcon with Suleyman Demirel, Prime Minister of Turkey, December 24, 1992. Release status: Full. NAID 428082437.",PDF extent: 3 pages. Digital object: 1992-12-24--Demirel.pdf. Catalog: https://catalog.archives.gov/id/428082437.,https://catalog.archives.gov/id/428082437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1992-12-24--Demirel.pdf
,,,Turkey,Source lead,746 / Open first,CC 005,1992-05-01,May 1992 [5],Central Chronological Files,Re: POTUS Call to Demirel (1 pp.) | 04b. Talking Points Points to be Made for Telephone Conversation with Prime Minister Demirel of Turkey (3 pp.) | Minister Demirel of Turkey (3 pp.) | Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Denktash + memorandum | Ozal + memcon | Ozal + telcon | Demirel + memcon | Demirel + telcon,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, May 1992 [5]. Access restriction: Restricted - Possibly. NAID 470761812.","Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Denktash + memorandum, Ozal + memcon, Ozal + telcon, Demirel + memcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: Re: POTUS Call to Demirel (1 pp.) | 04b. Talking Points Points to be Made for Telephone Conversation with Prime Minister Demirel of Turkey (3 pp.) | Minister Demirel of Turkey (3 pp.). PDF extent: 150 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30526-003.pdf. Catalog: https://catalog.archives.gov/id/470761812.",https://catalog.archives.gov/id/470761812,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30526-003.pdf
,,,Turkey,Source lead,704 / Open first,CC 017,1992-06-01,June 1992 [4],Central Chronological Files,04b. Report Government Report (1 pp.) 6/19/92 (b)(1) S | 05. Telcon Telcon with Prime Minister Demirel of Turkey (2 pp.) 6/26/92 (by) FA 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | Mitsotakis + memcon | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Denktash + memorandum | Demirel + memcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, June 1992 [4]. Access restriction: Restricted - Possibly. NAID 470761816.","Query hit(s): Mitsotakis + memcon, Mitsotakis + telcon, Mitsotakis + memorandum of conversation, Denktash + memorandum, Demirel + memcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 04b. Report Government Report (1 pp.) 6/19/92 (b)(1) S | 05. Telcon Telcon with Prime Minister Demirel of Turkey (2 pp.) 6/26/92 (by) FA 06. Report Government Report (1 pp.) n.d. (b)(1) Cc | 06. Report Government Report (1 pp.) n.d. (b)(1) Cc. PDF extent: 133 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf. Catalog: https://catalog.archives.gov/id/470761816.",https://catalog.archives.gov/id/470761816,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30527-002.pdf
,,,Turkey,Source lead,690 / Open first,BC 004,1989-08-01,August 1989 [7],Blackwill Chronological Files,"Minister Turgut Ozal and President Kenan Evren of Turkey | Minister Turgut Ozal and President Evren of Turkey, August 1, 1989 | SUBJECT: Telephone Call to Prime Minister Turgut Ozal of Turkey (U) | Greece | Greek | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, August 1989 [7]. Access restriction: Restricted - Possibly. NAID 453248101.","Query hit(s): Greece, Greek, Cyprus, Cypriot, Vassiliou, Vassiliou + Cyprus, Denktash, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: Minister Turgut Ozal and President Kenan Evren of Turkey | Minister Turgut Ozal and President Evren of Turkey, August 1, 1989 | SUBJECT: Telephone Call to Prime Minister Turgut Ozal of Turkey (U). PDF extent: 48 pages. Digital object: 41-bpr-nsc-blackwill_chron-30547-005.pdf. Catalog: https://catalog.archives.gov/id/453248101.",https://catalog.archives.gov/id/453248101,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-005.pdf
,,,Turkey,Source lead,684 / Open first,CC 026,1992-07-01,July 1992 [4],Central Chronological Files,10a. Memorandum To: Brent Scowcroft From: Jane Holl 7/1/92 (oy) g Re: Reply to Turgut Ozal (1 pp.) | 10b. Memorandum To: President Bush From: Brent Scowcroft n.d. oy) f Re: Reply to Turgut Ozal (1 pp.) | 10c. Letter To: President Ozal From: President Bush n.d. (b)(1) | Mitsotakis + memcon | Mitsotakis + memorandum of conversation | Denktash + memorandum | Ozal + memcon | Demirel + memcon | Aegean + memcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, July 1992 [4]. Access restriction: Restricted - Possibly. NAID 470761821.","Query hit(s): Mitsotakis + memcon, Mitsotakis + memorandum of conversation, Denktash + memorandum, Ozal + memcon, Demirel + memcon, Aegean + memcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + memcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 10a. Memorandum To: Brent Scowcroft From: Jane Holl 7/1/92 (oy) g Re: Reply to Turgut Ozal (1 pp.) | 10b. Memorandum To: President Bush From: Brent Scowcroft n.d. oy) f Re: Reply to Turgut Ozal (1 pp.) | 10c. Letter To: President Ozal From: President Bush n.d. (b)(1). PDF extent: 155 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30528-002.pdf. Catalog: https://catalog.archives.gov/id/470761821.",https://catalog.archives.gov/id/470761821,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30528-002.pdf
,,,Turkey,Source lead,663 / Open first,CC 033,1990-01-01,January 1990 [1],Central Chronological Files,Re: Ozal Visit to Washington (1 pp.) | 12e. Cable To: Brent Scowcroft From: Ambassador Abramowitz 1/2/90 (b)(1) Cc Re: Ozal Visit to Washington (1 pp.) | Vassiliou + memcon | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Ozal + memcon | Ozal + telcon | Greek-Turkish + memorandum | Cyprus + memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, January 1990 [1]. Access restriction: Restricted - Possibly. NAID 470761674.","Query hit(s): Vassiliou + memcon, Vassiliou + telcon, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Ozal + memcon, Ozal + telcon, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: Re: Ozal Visit to Washington (1 pp.) | 12e. Cable To: Brent Scowcroft From: Ambassador Abramowitz 1/2/90 (b)(1) Cc Re: Ozal Visit to Washington (1 pp.). PDF extent: 154 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30503-004.pdf. Catalog: https://catalog.archives.gov/id/470761674.",https://catalog.archives.gov/id/470761674,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30503-004.pdf
,,,Turkey,Source lead,642 / High-value source pool,RS 001-001,,Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91,Requested source pool: Scowcroft Papers,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91. Access restriction: Restricted - Possibly. NAID 366551676.","Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkey, Turkish, Ozal, Yilmaz, PKK, Aegean, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-001.pdf. Catalog: https://catalog.archives.gov/id/366551676.",https://catalog.archives.gov/id/366551676,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-001.pdf
,,,Turkey,Source lead,642 / Open first,BC 008,1989-06-01,June 1989 [7],Blackwill Chronological Files,SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greece | Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, June 1989 [7]. Access restriction: Restricted - Possibly. NAID 453248089.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Ozal + Turkey, Greece / Turkey / Cyprus, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister. PDF extent: 75 pages. Digital object: 41-bpr-nsc-blackwill_chron-30545-007.pdf. Catalog: https://catalog.archives.gov/id/453248089.",https://catalog.archives.gov/id/453248089,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-007.pdf
